id	created_at	text	text_nolink	text_clean	text_clean_tokens	text_clean_stems
697824223771959296	2016-02-11 16:47:14	I went to America - the next thing I knew I was making a film with famous people I'd only seen on the screen - @GerDuany at #TEDxNations	I went to America - the next thing I knew I was making a film with famous people I'd only seen on the screen - @GerDuany at #TEDxNations	I went to America - the next thing I knew I was making a film with famous people I'd only seen on the screen - GerDuany at TEDxNations	went america next thing knew making film famous people i'd seen screen gerduany tedxnations	went america next thing knew make film famous peopl i'd seen screen gerduani tedxnat
697824190657929217	2016-02-11 16:47:06	"""My mother always wanted me to be a storyteller. Now I'm telling a story in the form of a film."" @GerDuany #TEDxNations"	"""My mother always wanted me to be a storyteller. Now I'm telling a story in the form of a film."" @GerDuany #TEDxNations"	"""My mother always wanted me to be a storyteller. Now I'm telling a story in the form of a film."" GerDuany TEDxNations"	mother always wanted storyteller i'm telling story form film gerduany tedxnations	mother alway want storytel i'm tell stori form film gerduani tedxnat
697824076388241408	2016-02-11 16:46:39	Inspiring. @UNHCR Goodwill Ambassador @GerDuany shares his story as a refugee with crowd at #TEDxNations. Watch: https://t.co/Tcmka2KLq6	Inspiring. @UNHCR Goodwill Ambassador @GerDuany shares his story as a refugee with crowd at #TEDxNations. Watch: 	Inspiring. UNHCR Goodwill Ambassador GerDuany shares his story as a refugee with crowd at TEDxNations. Watch: 	inspiring unhcr goodwill ambassador gerduany shares story refugee crowd tedxnations watch	inspir unhcr goodwil ambassador gerduani share stori refuge crowd tedxnat watch
697823634191212549	2016-02-11 16:44:53	"""Basketball helped me cope with PTSD....got a scholarship, then acting called to me"" - @GerDuany #TEDxNations"	"""Basketball helped me cope with PTSD....got a scholarship, then acting called to me"" - @GerDuany #TEDxNations"	"""Basketball helped me cope with PTSD....got a scholarship, then acting called to me"" - GerDuany TEDxNations"	basketball helped cope ptsd .... got scholarship acting called gerduany tedxnations	basketbal help cope ptsd .... got scholarship act call gerduani tedxnat
697823374274383872	2016-02-11 16:43:52	"""I am proud to tell you this story not in my mother language, but in your own"" @GerDuany #TEDxNations"	"""I am proud to tell you this story not in my mother language, but in your own"" @GerDuany #TEDxNations"	"""I am proud to tell you this story not in my mother language, but in your own"" GerDuany TEDxNations"	proud tell story mother language gerduany tedxnations	proud tell stori mother languag gerduani tedxnat
697823356268232706	2016-02-11 16:43:47	School is what I was living &amp; fighting for - @GerDuany. #TEDxNations #education @Refugees	School is what I was living &amp; fighting for - @GerDuany. #TEDxNations #education @Refugees	School is what I was living  &  fighting for - GerDuany. TEDxNations education Refugees	school living fighting gerduany tedxnations education refugees	school live fight gerduani tedxnat educ refuge
697823249762230272	2016-02-11 16:43:22	"""School was something I was risking my life for. The dream that one day I could read and write motivated me"" @GerDuany #TEDxNations"	"""School was something I was risking my life for. The dream that one day I could read and write motivated me"" @GerDuany #TEDxNations"	"""School was something I was risking my life for. The dream that one day I could read and write motivated me"" GerDuany TEDxNations"	school something risking life dream one day could read write motivated gerduany tedxnations	school someth risk life dream one day could read write motiv gerduani tedxnat
697823060435533825	2016-02-11 16:42:37	Ger Duany tells his powerful story. #inspiring  #TEDxNations	Ger Duany tells his powerful story. #inspiring #TEDxNations	Ger Duany tells his powerful story. inspiring TEDxNations	ger duany tells powerful story inspiring tedxnations	ger duani tell power stori inspir tedxnat
697822812837437440	2016-02-11 16:41:38	"@GerDuany telling his story on #TEDxNations is reminding me of the heartbreaking ""What is the What"", story of the founder of @VADFoundation"	"@GerDuany telling his story on #TEDxNations is reminding me of the heartbreaking ""What is the What"", story of the founder of @VADFoundation"	"GerDuany telling his story on TEDxNations is reminding me of the heartbreaking ""What is the What"", story of the founder of VADFoundation"	gerduany telling story tedxnations reminding heartbreaking story founder vadfoundation	gerduani tell stori tedxnat remind heartbreak stori founder vadfound
697822686630825985	2016-02-11 16:41:08	.@UNHCR Goodwill Ambassdor @gerduany shares harrowing story of surviving as a refugee. Watch: https://t.co/6JJl3qQJF9 #TEDxNations	.@UNHCR Goodwill Ambassdor @gerduany shares harrowing story of surviving as a refugee. Watch:  #TEDxNations	.UNHCR Goodwill Ambassdor gerduany shares harrowing story of surviving as a refugee. Watch:  TEDxNations	unhcr goodwill ambassdor gerduany shares harrowing story surviving refugee watch tedxnations	unhcr goodwil ambassdor gerduani share harrow stori surviv refuge watch tedxnat
697822502609948672	2016-02-11 16:40:24	#Refugees like @GerDuany hold on to the hope of resettlement. #TEDxNations #migrantcrisis	#Refugees like @GerDuany hold on to the hope of resettlement. #TEDxNations #migrantcrisis	Refugees like GerDuany hold on to the hope of resettlement. TEDxNations migrantcrisis	refugees like gerduany hold hope resettlement tedxnations migrantcrisis	refuge like gerduani hold hope resettl tedxnat migrantcrisi
697822439070437376	2016-02-11 16:40:09	"""We waited a year in that refugee camp in Ethiopia, but it felt like a decade to me. Trust me."" - @GerDuany #TEDxNations"	"""We waited a year in that refugee camp in Ethiopia, but it felt like a decade to me. Trust me."" - @GerDuany #TEDxNations"	"""We waited a year in that refugee camp in Ethiopia, but it felt like a decade to me. Trust me."" - GerDuany TEDxNations"	waited year refugee camp ethiopia felt like decade trust gerduany tedxnations	wait year refuge camp ethiopia felt like decad trust gerduani tedxnat
697822309625761792	2016-02-11 16:39:38	Thank you @GerDuany for sharing your story of being a refugee and a child soldier to becoming a refugee ambassador. @Refugees #TEDxNations	Thank you @GerDuany for sharing your story of being a refugee and a child soldier to becoming a refugee ambassador. @Refugees #TEDxNations	Thank you GerDuany for sharing your story of being a refugee and a child soldier to becoming a refugee ambassador. Refugees TEDxNations	thank gerduany sharing story refugee child soldier becoming refugee ambassador refugees tedxnations	thank gerduani share stori refuge child soldier becom refuge ambassador refuge tedxnat
697822149814460417	2016-02-11 16:39:00	"On leaving Sudan and violence: ""We walked 520 miles, through encampments and corpses, to save our lives."" @GerDuany #TEDxNations"	"On leaving Sudan and violence: ""We walked 520 miles, through encampments and corpses, to save our lives."" @GerDuany #TEDxNations"	"On leaving Sudan and violence: ""We walked 520 miles, through encampments and corpses, to save our lives."" GerDuany TEDxNations"	leaving sudan violence walked 520 miles encampments corpses save lives gerduany tedxnations	leav sudan violenc walk 520 mile encamp corps save live gerduani tedxnat
697822008936157185	2016-02-11 16:38:26	“I ran so fast until I didn`t know where I was going” - @gerduany`s tells his story at #TEDxNations https://t.co/klYVYlmEQh	“I ran so fast until I didn`t know where I was going” - @gerduany`s tells his story at #TEDxNations 	“I ran so fast until I didn`t know where I was going” - gerduany`s tells his story at TEDxNations 	ran fast didn know going gerduany tells story tedxnations	ran fast didn know go gerduani tell stori tedxnat
697821977684348928	2016-02-11 16:38:19	. @GerDuany is such an inspiration. His determination in life is remarkable. @Refugees #TEDxNations	. @GerDuany is such an inspiration. His determination in life is remarkable. @Refugees #TEDxNations	. GerDuany is such an inspiration. His determination in life is remarkable. Refugees TEDxNations	gerduany inspiration determination life remarkable refugees tedxnations	gerduani inspir determin life remark refuge tedxnat
697821041830318080	2016-02-11 16:34:35	@GerDuany spellbindingly tells his harrowing story of the arrival of violence in his peaceful village home #TEDxNations	@GerDuany spellbindingly tells his harrowing story of the arrival of violence in his peaceful village home #TEDxNations	GerDuany spellbindingly tells his harrowing story of the arrival of violence in his peaceful village home TEDxNations	gerduany spellbindingly tells harrowing story arrival violence peaceful village home tedxnations	gerduani spellbind tell harrow stori arriv violenc peac villag home tedxnat
697821033060003845	2016-02-11 16:34:33	Powerful talk from Ger Duany about his transformed life from child soldier. #TEDxNations #DerbyUniLHSS #IPJI	Powerful talk from Ger Duany about his transformed life from child soldier. #TEDxNations #DerbyUniLHSS #IPJI	Powerful talk from Ger Duany about his transformed life from child soldier. TEDxNations DerbyUniLHSS IPJI	powerful talk ger duany transformed life child soldier tedxnations derbyunilhss ipji	power talk ger duani transform life child soldier tedxnat derbyunilhss ipji
697821028949610496	2016-02-11 16:34:32	.@GerDuany remembers in Sudan his mum telling him &amp; his sister “we are about to die” https://t.co/klYVYlmEQh #TEDxNations	.@GerDuany remembers in Sudan his mum telling him &amp; his sister “we are about to die”  #TEDxNations	.GerDuany remembers in Sudan his mum telling him  &  his sister “we are about to die”  TEDxNations	gerduany remembers sudan mum telling sister die tedxnations	gerduani rememb sudan mum tell sister die tedxnat
