id	created_at	text
697898444971765760	2016-02-11 21:42:10	Vice Chancellor @DerbyUni Pro. Kathryn Mitchell welcomes guests at Derby viewing centre for #TEDxNations https://t.co/AJ5I66NSPx
697896623347777536	2016-02-11 21:34:55	Dean of College of Law @DerbyUniLHSS Prof Malcolm Todd welcomes guests to Derby viewing centre #TEDxNations https://t.co/GFWBBStNNu
697895113192816640	2016-02-11 21:28:55	Pascal_Sim: RT UNOSAT: Rohini is really busy!!! Everyone wants to talk to her! We do understand... #TEDxNations https://t.co/l2SwBtbraO
697895110894346240	2016-02-11 21:28:55	Pascal_Sim: #Cleanhands #savelives! Thks to DidierPittet &amp; all the #TEDxNations speakers/organizers for their insp… https://t.co/Y1MSxHG3ew
697894648195522560	2016-02-11 21:27:05	#TEDxNations event streamed live from Geneva to UK audience @DerbyUniLHSS. Educative and inspiring lectures. https://t.co/hIqvy048DZ
697892384756121601	2016-02-11 21:18:05	Fantastic audience @DerbyUniLHSS viewing centre -listening to great speakers of #TEDxNations https://t.co/bjFziloP4H
697891561401663488	2016-02-11 21:14:49	Very touching,inspiring and interesting pitches #TEDxNations in Geneva today!The pitches were varied and the speakers were just incredible!
697890393942331396	2016-02-11 21:10:10	21st cent abolitionist Leonardo Sakamoto: app to monitor supply chain #slavery #TEDxNations #Geneva @CourtHeathNews https://t.co/CW257hsw6n
697889783046135808	2016-02-11 21:07:45	#TEDxNations LagosViewingParty Great honour hosting the only viewing party in AFRICAtoday @UNICLagos @SMILEontwiter  https://t.co/oqlg9097hb
697886338574630912	2016-02-11 20:54:03	Retweeted UNIC Lagos (@UNICLagos):Closing from #TEDxNations lagosViewingParty @TEDxPdNations... https://t.co/eBqPx900mQ
697886101533491201	2016-02-11 20:53:07	#Cleanhands #savelives! Thks to @DidierPittet &amp; all the #TEDxNations speakers/organizers for their inspiring talks! https://t.co/ynbMIPGK5y
697885443275276288	2016-02-11 20:50:30	Retweeted UNIC Lagos (@UNICLagos):Democracy Advocate from Zimbabwe,  last speaker @TEDxPdNations #TEDxNations... https://t.co/DgOyPSYn6E
697885102764785665	2016-02-11 20:49:09	Retweeted Bimpe B-Martins (@BimpeBMartins):#TEDxNations LagosViewingParty Transforming Lives @praisefowowe... https://t.co/oUie7YfWZF
697885101212901380	2016-02-11 20:49:08	Retweeted Bimpe B-Martins (@BimpeBMartins):#TEDxNations LagosViewingParty Transforming Lives @praisefowowe... https://t.co/zDswwVndAx
697885061287440386	2016-02-11 20:48:59	RT unfoundation: RT SwissEmbassyUSA: #TEDxNations was a great success and we look forward to the next event! Thank… https://t.co/6rzqUJDUJU
697885007105265664	2016-02-11 20:48:46	Retweeted UNIC Lagos (@UNICLagos):Energy is the backbone of all the SDGS - FOSTER @TEDxPdNations #TEDxNations... https://t.co/eGsc5LXvrn
697884939992371200	2016-02-11 20:48:30	Retweeted UNIC Lagos (@UNICLagos):Inclusion Advocate -safak,  Speaker @TEDxPdNations #TEDxNations... https://t.co/i18xEFoEtd
697884381319467015	2016-02-11 20:46:17	Retweeted UNIC Lagos (@UNICLagos):I became a child soldier by accident' speaker, @TEDxPdNations #TEDxNations... https://t.co/8IIyAiUE9s
697884187936817152	2016-02-11 20:45:31	The motto: Adapt to Adopt - Clean Hands Save Lives!Msg from @DidierPittet, @UNGeneva @Hopitaux_unige, #TEDxNations https://t.co/yoJ2meokx7
697883672037318656	2016-02-11 20:43:28	Retweeted UNIC Lagos (@UNICLagos):Feedback session #TEDxNations lagosViewingParty @TEDxPdNations... https://t.co/rzNq2WNdYu
697883251944329217	2016-02-11 20:41:47	Today we met the amazing @GerDuany at the #TEDxNations  talks at @UNGeneva. A true hero and inspiration. Thank you x
697883180238508032	2016-02-11 20:41:30	Retweeted Bimpe B-Martins (@BimpeBMartins):#TEDxNations LagosViewingParty Transforming Lives  @JimiTewe... https://t.co/NdXKJfEb0o
697883179760406529	2016-02-11 20:41:30	Retweeted Bimpe B-Martins (@BimpeBMartins):#TEDxNations LagosViewingParty Transforming Lives  @JimiTewe... https://t.co/2mzY6f5fjG
697882236822163456	2016-02-11 20:37:45	#TEDxNations LagosViewingParty Transforming Lives  @praisefowowe @SMILEontwiter Absolutely  https://t.co/DTV3VH9pqG
697882042869092352	2016-02-11 20:36:59	#TEDxNations LagosViewingParty Transforming Lives  @praisefowowe @SMILEontwiter . This must change https://t.co/oPs4oQ6pvB
697880573264715776	2016-02-11 20:31:09	Retweeted Bimpe B-Martins (@BimpeBMartins):#TEDxNations LagosViewingParty Transforming Lives  @JimiTewe... https://t.co/vC5Eaif2JS
697880572631388162	2016-02-11 20:31:09	Retweeted Bimpe B-Martins (@BimpeBMartins):#TEDxNations LagosViewingParty Transforming Lives  @JimiTewe... https://t.co/c35n6i7rXJ
697880558580269056	2016-02-11 20:31:05	Retweeted Bimpe B-Martins (@BimpeBMartins):#TEDxNations LagosViewingParty Transforming Lives  @UNGeneva... https://t.co/xvXQ5UIvNi
697880557473046528	2016-02-11 20:31:05	Retweeted Bimpe B-Martins (@BimpeBMartins):#TEDxNations LagosViewingParty Transforming Lives  @UNGeneva... https://t.co/MNBVPlLf7w
697880542130221056	2016-02-11 20:31:01	Retweeted Bimpe B-Martins (@BimpeBMartins):#TEDxNations LagosViewingParty Transforming Lives  @praisefowowe... https://t.co/UST4dTyTCk
697880540687380480	2016-02-11 20:31:01	Retweeted Bimpe B-Martins (@BimpeBMartins):#TEDxNations LagosViewingParty Transforming Lives  @praisefowowe... https://t.co/ol3lFebM6o
697875373275615233	2016-02-11 20:10:29	Great day at #TEDxNations! https://t.co/BaE08DiObg
697874844382322688	2016-02-11 20:08:23	#TEDxNations LagosViewingParty @SMILEontwiter @UNICLagos The solution to any problem lies within that community https://t.co/Zei93i4zca
697874238145982464	2016-02-11 20:05:58	#TEDxNations was a great success and we look forward to the next event! Thanks @unfoundation for hosting! https://t.co/dmLc5qZttN
697873759361863680	2016-02-11 20:04:04	Suggestions for Coaching a Gold Player#coachingineducation #truecolors #sports #TEDxNations https://t.co/5VG4bIPgxV
697873701803573248	2016-02-11 20:03:51	RT unfoundation: RT SwissEmbassyUSA: #TEDxNations 2nd speakers explains how we can help people against #NaturalDis… https://t.co/VEJDFRIlJQ
697873700872445952	2016-02-11 20:03:50	RT unfoundation: Big thank you SwissEmbassyUSA UNICDC InterActionOrg UNANCA &amp; wfpg for partnering w/us on #TEDxNations watch party, #DC edi…
697873022242398209	2016-02-11 20:01:09	Big thank you @SwissEmbassyUSA @UNICDC @InterActionOrg @UNANCA &amp; @wfpg for partnering w/us on #TEDxNations watch party, #DC edition!
697872292064399360	2016-02-11 19:58:14	Thanks again to @UNICDC @InterActionOrg @UNANCA @wfpg &amp; Embassy of Switzerland for co-hosting a wonderful #TEDxNations watch party in #DC!
697869466655326208	2016-02-11 19:47:01	Suggestions when Coaching a Blue Player#coachingineducation #truecolors #sports #TEDxNations https://t.co/WZ7UiCF8So
697866104367091712	2016-02-11 19:33:39	"""@UNGeneva: #Sustainable energy is achievable! message of @UN_ECE Energy Activator Scott Foster at #TEDxNations. https://t.co/sxTf32MVHf"""
697865679794544640	2016-02-11 19:31:58	With one of the great #TEDxNations speakers @GerDuany at the end of the day. Thanks for sharing your story, Ger! https://t.co/V71GY3JEzG
697865646567247876	2016-02-11 19:31:50	"""@UNGeneva: Thank-you to the 11 #TEDxNations speakers for sharing powerful stories of #transforminglives. Ideas worth spreading!"""
697860120928251904	2016-02-11 19:09:53	Thank you indeed  - so generous to share such intimate stories. Unforgettable. #TEDxNations  https://t.co/rtnVEVjcwJ
697859929059807234	2016-02-11 19:09:07	Thanks @danielschwenger for this photo! Cc @Rowan_Farrell #TEDxNations  https://t.co/F2ERg62SoJ
697859849615450112	2016-02-11 19:08:48	UNGeneva: Thank-you to the 11 #TEDxNations speakers for sharing powerful stories of #transforminglives. Ideas wort… https://t.co/6M4zEJfTT8
697859847006613504	2016-02-11 19:08:47	UNGeneva: #Sustainable energy is achievable! - message of UN_ECE Energy Activator Scott Foster at #TEDxNations. https://t.co/VKQLZabt0W
697859280637132800	2016-02-11 19:06:32	Thank-you to the 11 #TEDxNations speakers for sharing powerful stories of #transforminglives. Ideas worth spreading! https://t.co/0gvp1U3KHh
697857864057163777	2016-02-11 19:00:55	Adapt to adopt and let people be creative. Clean hands saves lives- Didier Pittet #TedxNations @UNICLagos @smileontwiter
697857788060557313	2016-02-11 19:00:36	It is a wrap! Thank you so much @TEDxPdNations for sharing inspiration! Looking forward for 2017 #TEDxNations https://t.co/hLycLiKw0o
697857161788051456	2016-02-11 18:58:07	UNGeneva: Thank-you to the 11 #TEDxNations speakers for sharing powerful stories of #transforminglives. Ideas wort… https://t.co/1myMRuCo20
697857159812554752	2016-02-11 18:58:07	UNGeneva: #Sustainable energy is achievable! - message of UN_ECE Energy Activator Scott Foster at #TEDxNations. https://t.co/pAepS6DP0r
697857013754302464	2016-02-11 18:57:32	Thank-you to the 11 #TEDxNations speakers for sharing powerful stories of #transforminglives. Ideas worth spreading! https://t.co/dLX5IjG7ek
697856386470961152	2016-02-11 18:55:02	@UNGeneva @TEDxPdNations @MMBogetic What an amazing event, so much inspiration on this snowy day!  Congrats to organizers #TEDxNations
697855420749078528	2016-02-11 18:51:12	Thanks @swissnexBrazil for have shared highlights of #TEDxNations It was really great!
697855186786775040	2016-02-11 18:50:16	#Sustainable energy is achievable! - message of @UN_ECE Energy Activator Scott Foster at #TEDxNations. https://t.co/zpBOoM6wSV
697854943034785792	2016-02-11 18:49:18	Video impressions from the #TEDxNations 2016 event: https://t.co/2tvj3P7xJz @TEDxPdNations @UNGeneva @Geneve_int @GenevaImpact @GisellaLomax
