id	created_at	text	text_nolink	text_clean	text_clean_tokens	text_clean_stems	count_links	count_hashtags	count_mentions	count_words	count_stopwords	count_characters	count_non_characters	count_upper	bool_question	bool_elongation	bool_ellipsis	t_distinct	t_sum	tfidf_sum	tfidf_mean	pos_cnt	nes_cnt	pos_data	nes_data	pos_cnt_SYM	pos_cnt_NNPS	pos_cnt_JJ	pos_cnt_WP$	pos_cnt_VBD	pos_cnt_RB	pos_cnt_VB	pos_cnt_POS	pos_cnt_PDT	pos_cnt_CD	pos_cnt_UH	pos_cnt_VBZ	pos_cnt_VBP	pos_cnt_NNP	pos_cnt_''	pos_cnt_)	pos_cnt_$	pos_cnt_VBG	pos_cnt_VBN	pos_cnt_RBR	pos_cnt_``	pos_cnt_NN	pos_cnt_IN	pos_cnt_RBS	pos_cnt_TO	pos_cnt_DT	pos_cnt_PRP	pos_cnt_.	pos_cnt_JJR	pos_cnt_WP	pos_cnt_WRB	pos_cnt_FW	pos_cnt_RP	pos_cnt_,	pos_cnt_NNS	pos_cnt_PRP$	pos_cnt_CC	pos_cnt_EX	pos_cnt_:	pos_cnt_JJS	pos_cnt_WDT	pos_cnt_MD	pos_cnt_(	ne_cnt_GPE	ne_cnt_PERSON	ne_cnt_FACILITY	ne_cnt_ORGANIZATION	ne_cnt_LOCATION	ne_cnt_GSP
714750449644150785	2016-03-29 09:46:01	EgyptAir hijacker at Cyprus airport 'wants to contact ex-wife' – live https://t.co/vulgQ6Ds4U	EgyptAir hijacker at Cyprus airport 'wants to contact ex-wife' – live 	EgyptAir hijacker at Cyprus airport 'wants to contact ex-wife' – live 	egyptair hijacker cyprus airport wants contact ex-wife live	egyptair hijack cyprus airport want contact ex-wif live	1	0	0	12	3	93	1	3	0	0	0	9.0	9.0	2.8004653857224553	0.31116282063582834	12	1	"{'NN': 2, 'IN': 1, 'TO': 1, 'JJ': 2, ""''"": 1, 'VBP': 1, 'NNP': 2, 'VB': 1, 'NNS': 1}"	{'GPE': 1}	0	0	2.0	1.0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	1.0	0	1.0	2.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
714750444468310020	2016-03-29 09:46:00	Name corrected #EgyptAir  https://t.co/ig8rykIBfU	Name corrected #EgyptAir 	Name corrected EgyptAir 	name corrected egyptair	name correct egyptair	1	1	0	3	0	49	0	1	0	0	0	3.0	3.0	1.4696729993639297	0.48989099978797657	3	2	{'NNP': 1, 'NN': 1, 'VBD': 1}	{'PERSON': 1, 'ORGANIZATION': 1}	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0
714750444392824832	2016-03-29 09:46:00	Man hijacked EgyptAir plane because of woman, - media. PHOTOS https://t.co/aJjJEAJCqC https://t.co/1ydiUVMOPk	Man hijacked EgyptAir plane because of woman, - media. PHOTOS  	Man hijacked EgyptAir plane because of woman, - media. PHOTOS  	man hijacked egyptair plane woman media photos	man hijack egyptair plane woman media photo	2	0	0	12	3	109	0	9	0	0	0	7.0	7.0	2.301517515788255	0.32878821654117923	12	2	{'NN': 3, 'IN': 2, 'NNP': 1, '.': 1, ':': 1, 'VBD': 1, 'VB': 1, ',': 1, 'NNS': 1}	{'PERSON': 1, 'ORGANIZATION': 1}	0	0	3.0	2.0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	1.0	0	0	1.0	1.0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0
714750443218460672	2016-03-29 09:45:59	A person hijacked a plane becoz he has issue with his wife ... if we follow this person every plan should be hijacked  #EgyptAir	A person hijacked a plane becoz he has issue with his wife ... if we follow this person every plan should be hijacked #EgyptAir	A person hijacked a plane becoz he has issue with his wife ... if we follow this person every plan should be hijacked EgyptAir	person hijacked plane becoz issue wife follow person every plan hijacked egyptair	person hijack plane becoz issu wife follow person everi plan hijack egyptair	0	1	0	23	12	128	0	1	0	0	1	9.0	11.0	2.6084784312124536	0.2898309368013837	22	1	{'NN': 6, 'IN': 2, 'PRP$': 1, 'VBZ': 1, 'DT': 4, 'VBP': 1, 'NNP': 1, 'PRP': 2, ':': 1, 'VB': 1, 'VBN': 1, 'MD': 1}	{'ORGANIZATION': 1}	0	0	6.0	2.0	0	0	0	0	0	0	2.0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	1.0	4.0	0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	0	0
714750441691750400	2016-03-29 09:45:59	EgyptAir hijack: Jet lands at Larnaca airport https://t.co/CYy90NvDcQ https://t.co/LZpKafXuti	EgyptAir hijack: Jet lands at Larnaca airport  	EgyptAir hijack: Jet lands at Larnaca airport  	egyptair hijack jet lands larnaca airport	egyptair hijack jet land larnaca airport	2	0	0	9	1	93	0	4	0	0	0	6.0	6.0	2.3384607021028265	0.3897434503504711	8	3	{'NNP': 3, 'NN': 2, 'IN': 1, 'VBZ': 1, ':': 1}	{'GPE': 1, 'PERSON': 1, 'ORGANIZATION': 1}	0	0	2.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	3.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0
714750436901830660	2016-03-29 09:45:58	Dear Extremist/Violent Political Parties next time don't burn buses just hijack a plane, because burning buses is out of fashion. #EgyptAir	Dear Extremist/Violent Political Parties next time don't burn buses just hijack a plane, because burning buses is out of fashion. #EgyptAir	Dear Extremist/Violent Political Parties next time don't burn buses just hijack a plane, because burning buses is out of fashion. EgyptAir	dear extremist violent political parties next time don't burn buses hijack plane burning buses fashion egyptair	dear extremist violent polit parti next time don't burn buse hijack plane burn buse fashion egyptair	0	1	0	20	5	139	0	5	0	0	0	11.0	11.0	3.058050635504913	0.27800460322771936	23	0	{'NN': 4, 'IN': 3, 'VBZ': 1, 'DT': 1, 'VBP': 1, 'NNP': 3, '.': 1, 'JJ': 2, 'RB': 2, 'VB': 3, ',': 1, 'NNS': 1}	{}	0	0	4.0	3.0	0	0	2.0	0	0	0	0	1.0	0	0	0	0	0	2.0	3.0	0	0	1.0	1.0	0	0	0	0	1.0	1.0	3.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
714750435194757120	2016-03-29 09:45:57	"""Cos I'd.. hijack a plaaaaane for youuu"" #EgyptAir https://t.co/IgYJk0SQP1"	"""Cos I'd.. hijack a plaaaaane for youuu"" #EgyptAir "	"""Cos I'd.. hijack a plaaaaane for youuu"" EgyptAir "	cos i'd hijack plaaaaane youuu egyptair	cos i'd hijack plaaaaan youuu egyptair	1	1	0	8	2	74	0	2	0	1	0	3.0	3.0	1.425393464558681	0.47513115485289364	10	2	"{'``': 1, 'NN': 2, 'IN': 1, ""''"": 1, 'VBD': 1, 'NNP': 3, 'DT': 1}"	{'PERSON': 1, 'ORGANIZATION': 1}	0	1.0	2.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	3.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0
714750431478591491	2016-03-29 09:45:56	what the hap is heckening again egypt #EgyptAir	what the hap is heckening again egypt #EgyptAir	what the hap is heckening again egypt EgyptAir	hap heckening egypt egyptair	hap hecken egypt egyptair	0	1	0	7	4	47	0	0	0	0	0	2.0	2.0	1.2309362463650926	0.6154681231825463	8	1	{'NN': 1, 'VBZ': 1, 'DT': 1, 'JJ': 1, 'NNP': 1, 'WP': 1, 'RB': 1, 'VBG': 1}	{'ORGANIZATION': 1}	0	0	1.0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0
714750431226961925	2016-03-29 09:45:56	LIVE: Feed with updates on the EgyptAir situationhttps://t.co/MV1IkpUsu1 https://t.co/cjYgNfw31J	LIVE: Feed with updates on the EgyptAir situation 	LIVE: Feed with updates on the EgyptAir situation 	live feed updates egyptair situation	live feed updat egyptair situat	1	0	0	9	3	96	0	7	0	0	0	5.0	5.0	2.035490289899823	0.4070980579799646	9	1	{'NN': 3, 'IN': 2, 'DT': 1, 'NNP': 1, 'NNS': 1, ':': 1}	{'ORGANIZATION': 1}	0	0	3.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
714750429574381568	2016-03-29 09:45:56	"""Egypt Corrects Plane Hijacker's Name -- ""Seif El Din Mustafa"" :: An Egyptian National"" {Correction} {#EgyptAir} https://t.co/krtOUfZRHO"	"""Egypt Corrects Plane Hijacker's Name -- ""Seif El Din Mustafa"" :: An Egyptian National"" {Correction} {#EgyptAir} "	"""Egypt Corrects Plane Hijacker's Name -- ""Seif El Din Mustafa"" :: An Egyptian National"" {Correction} {EgyptAir} "	egypt corrects plane hijacker's name seif el din mustafa :: egyptian national correction egyptair	egypt correct plane hijack name seif el din mustafa :: egyptian nation correct egyptair	1	0	0	17	2	136	5	15	0	0	0	13.0	13.0	3.3527920486590146	0.25790708066607804	21	3	"{'``': 1, 'DT': 1, 'JJ': 1, ""''"": 1, ':': 2, ')': 1, 'NNP': 12, 'POS': 1, '(': 1}"	{'PERSON': 1, 'GPE': 1, 'ORGANIZATION': 1}	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	12.0	0	0	0	2.0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0
714750429079478272	2016-03-29 09:45:56	A guy hijacks a plane to get his ex's attention? Sounds like a bad Adam Sandler or David Spade movie...#EgyptAir	A guy hijacks a plane to get his ex's attention? Sounds like a bad Adam Sandler or David Spade movie...#EgyptAir	A guy hijacks a plane to get his ex's attention? Sounds like a bad Adam Sandler or David Spade movie...EgyptAir	guy hijacks plane get ex's attention sounds like bad adam sandler david spade movie egyptair	guy hijack plane get ex attent sound like bad adam sandler david spade movi egyptair	0	0	0	20	5	112	0	8	1	0	1	11.0	11.0	3.0846006243648967	0.28041823857862697	23	2	{'NN': 5, 'IN': 1, 'PRP$': 1, 'VBZ': 2, 'DT': 2, 'JJ': 1, 'NNP': 5, 'TO': 1, 'CC': 1, '.': 1, ':': 1, 'POS': 1, 'VB': 1}	{'PERSON': 1, 'ORGANIZATION': 1}	0	0	5.0	1.0	0	0	1.0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	2.0	0	5.0	1.0	1.0	0	1.0	2.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0
714750426088882176	2016-03-29 09:45:55	Brother of Ibrahim Samaha said his brother was  a hostage  and Egy media report  new suspect name: Seif el-Din Mostafa #Egyptair	Brother of Ibrahim Samaha said his brother was a hostage and Egy media report new suspect name: Seif el-Din Mostafa #Egyptair	Brother of Ibrahim Samaha said his brother was a hostage and Egy media report new suspect name: Seif el-Din Mostafa Egyptair	brother ibrahim samaha said brother hostage egy media report new suspect name seif el-din mostafa egyptair	brother ibrahim samaha said brother hostag egi media report new suspect name seif el-din mostafa egyptair	0	1	0	20	5	128	0	7	0	0	0	15.0	15.0	3.731159023127282	0.24874393487515215	22	3	{'NN': 5, 'IN': 1, 'PRP$': 1, 'DT': 1, 'JJ': 3, 'NNP': 6, 'CC': 1, ':': 1, 'VBD': 2, 'NNS': 1}	{'GPE': 1, 'PERSON': 1, 'ORGANIZATION': 1}	0	0	5.0	1.0	0	0	3.0	0	0	0	0	0	1.0	0	0	0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0	6.0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0
714750425870811136	2016-03-29 09:45:55	EgyptAir flight MS181 hijacker 'wants to contact ex-wife' - https://t.co/jHoV1IHtPU	EgyptAir flight MS181 hijacker 'wants to contact ex-wife' - 	EgyptAir flight MS181 hijacker 'wants to contact ex-wife' - 	egyptair flight ms181 hijacker wants contact ex-wife	egyptair flight ms181 hijack want contact ex-wif	1	0	0	10	2	83	0	4	0	0	0	8.0	8.0	2.631416643777479	0.3289270804721849	10	2	{'NN': 2, 'TO': 1, 'JJ': 1, 'NNP': 2, ':': 1, 'POS': 1, 'VB': 1, 'NNS': 1}	{'GPE': 1, 'ORGANIZATION': 1}	0	0	2.0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	2.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0
714750422741815296	2016-03-29 09:45:54	EgyptAir hijack: Jet lands at Larnaca airport https://t.co/neu9rCvdwZ https://t.co/uOj8aPiUsO	EgyptAir hijack: Jet lands at Larnaca airport  	EgyptAir hijack: Jet lands at Larnaca airport  	egyptair hijack jet lands larnaca airport	egyptair hijack jet land larnaca airport	2	0	0	9	1	93	0	4	0	0	0	6.0	6.0	2.3384607021028265	0.3897434503504711	8	3	{'NNP': 3, 'NN': 2, 'IN': 1, 'VBZ': 1, ':': 1}	{'GPE': 1, 'PERSON': 1, 'ORGANIZATION': 1}	0	0	2.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	3.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0
714750422167265280	2016-03-29 09:45:54	What the fuck is happening to this world #EgyptAir #PrayForLahore	What the fuck is happening to this world #EgyptAir #PrayForLahore	What the fuck is happening to this world EgyptAir PrayForLahore	fuck happening world egyptair prayforlahore	fuck happen world egyptair prayforlahor	0	2	0	8	5	65	0	1	0	0	0	5.0	5.0	2.041415093822789	0.40828301876455775	10	1	{'NN': 2, 'VBZ': 1, 'DT': 2, 'NNP': 2, 'VBG': 1, 'TO': 1, 'WP': 1}	{'ORGANIZATION': 1}	0	0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	2.0	1.0	0	0	0	2.0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0
714750421852680192	2016-03-29 09:45:54	Egyptair airliner is hijacked after leaving Alexandria and lands at Larnaca airport in Cyprus,... https://t.co/cbVjuyXRdN via @BBCWorld	Egyptair airliner is hijacked after leaving Alexandria and lands at Larnaca airport in Cyprus,...  via @BBCWorld	Egyptair airliner is hijacked after leaving Alexandria and lands at Larnaca airport in Cyprus,...  via BBCWorld	egyptair airliner hijacked leaving alexandria lands larnaca airport cyprus via bbcworld	egyptair airlin hijack leav alexandria land larnaca airport cyprus via bbcworld	1	0	1	16	5	135	0	4	0	0	1	11.0	11.0	3.085030632978775	0.2804573302707977	18	3	{'NN': 2, 'IN': 4, 'VBZ': 2, 'NNP': 5, 'CC': 1, ':': 1, 'VBG': 1, 'VBN': 1, ',': 1}	{'GPE': 1, 'PERSON': 1, 'ORGANIZATION': 1}	0	0	2.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	5.0	0	1.0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	1.0	1.0	0	1.0	0	0
714750420816674816	2016-03-29 09:45:54	Now all this hijacking business shouldn't become a cult thing. Find a new way stranded men. #EgyptAir	Now all this hijacking business shouldn't become a cult thing. Find a new way stranded men. #EgyptAir	Now all this hijacking business shouldn't become a cult thing. Find a new way stranded men. EgyptAir	hijacking business shouldn't become cult thing find new way stranded men egyptair	hijack busi shouldn't becom cult thing find new way strand men egyptair	0	1	0	16	5	101	0	2	0	0	0	11.0	11.0	3.1430940497812734	0.2857358227073885	18	1	{'NN': 4, 'PDT': 1, 'DT': 2, 'JJ': 2, '.': 1, 'RB': 2, 'VB': 2, 'VBG': 1, 'VBN': 1, 'MD': 1, 'NNS': 1}	{'ORGANIZATION': 1}	0	0	4.0	0	0	0	2.0	0	0	0	0	1.0	0	0	0	0	0	2.0	2.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	1.0	0	0
714750420338524160	2016-03-29 09:45:54	Go back to bed. The news said the hijacking wasn't terrorism, just the patriarchy. #EgyptAir	Go back to bed. The news said the hijacking wasn't terrorism, just the patriarchy. #EgyptAir	Go back to bed. The news said the hijacking wasn't terrorism, just the patriarchy. EgyptAir	go back bed news said hijacking wasn't terrorism patriarchy egyptair	go back bed news said hijack wasn't terror patriarchi egyptair	0	1	0	14	5	92	0	2	0	0	0	8.0	8.0	2.6361690578373556	0.32952113222966944	17	1	{'NN': 6, 'TO': 1, 'DT': 2, '.': 1, 'VBD': 2, 'RB': 3, 'VB': 1, ',': 1}	{'ORGANIZATION': 1}	0	0	6.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	2.0	3.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
714750419730309120	2016-03-29 09:45:54	I am remember when the media didn't seem disappointed when it's not a terrorist attack years old #EgyptAir #Cyprus #Larnaca	I am remember when the media didn't seem disappointed when it's not a terrorist attack years old #EgyptAir #Cyprus #Larnaca	I am remember when the media didn't seem disappointed when it's not a terrorist attack years old EgyptAir Cyprus Larnaca	remember media didn't seem disappointed it's terrorist attack years old egyptair cyprus larnaca	rememb media didn't seem disappoint it terrorist attack year old egyptair cyprus larnaca	0	3	0	17	7	123	0	1	0	0	0	12.0	12.0	3.2384400521987384	0.2698700043498949	21	1	{'NN': 1, 'VBZ': 1, 'DT': 2, 'VBP': 1, 'NNP': 3, 'VBD': 1, 'PRP': 2, 'JJ': 3, 'WRB': 1, 'RB': 2, 'VB': 2, 'NNS': 2}	{'ORGANIZATION': 1}	0	0	1.0	0	0	0	3.0	1.0	0	0	2.0	0	0	0	0	0	1.0	2.0	2.0	0	0	0	2.0	0	0	0	0	1.0	1.0	3.0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
714750417205334016	2016-03-29 09:45:53	"@LesleyMolony #EgyptAir  poor bloke doing commentary sounds like an improvised version of ""Allo Allo"""	"@LesleyMolony #EgyptAir poor bloke doing commentary sounds like an improvised version of ""Allo Allo"""	"LesleyMolony EgyptAir poor bloke doing commentary sounds like an improvised version of ""Allo Allo"""	lesleymolony egyptair poor bloke commentary sounds like improvised version allo allo	lesleymoloni egyptair poor bloke commentari sound like improvis version allo allo	0	1	1	12	3	101	0	2	0	0	0	6.0	6.0	2.2694851182340594	0.37824751970567655	15	2	"{'``': 1, 'NN': 1, 'IN': 2, 'DT': 1, 'JJ': 3, ""''"": 1, 'VBD': 1, 'NNP': 3, 'VBG': 1, 'NNS': 1}"	{'PERSON': 1, 'ORGANIZATION': 1}	0	1.0	1.0	2.0	0	0	3.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	3.0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	1.0	0	1.0	0	0
714750413426266112	2016-03-29 09:45:52	EgyptAir hijack: Jet lands at Larnaca airport https://t.co/H0nrwkGQ9W https://t.co/mf8XEHSBuN	EgyptAir hijack: Jet lands at Larnaca airport  	EgyptAir hijack: Jet lands at Larnaca airport  	egyptair hijack jet lands larnaca airport	egyptair hijack jet land larnaca airport	2	0	0	9	1	93	0	4	0	0	0	6.0	6.0	2.3384607021028265	0.3897434503504711	8	3	{'NNP': 3, 'NN': 2, 'IN': 1, 'VBZ': 1, ':': 1}	{'GPE': 1, 'PERSON': 1, 'ORGANIZATION': 1}	0	0	2.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	3.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0
714750413069762560	2016-03-29 09:45:52	Hijacker didn't want to pay for his plane fare. So decided to re route the plane to Cyprus to see his ex wife. #EgyptAir	Hijacker didn't want to pay for his plane fare. So decided to re route the plane to Cyprus to see his ex wife. #EgyptAir	Hijacker didn't want to pay for his plane fare. So decided to re route the plane to Cyprus to see his ex wife. EgyptAir	hijacker didn't want pay plane fare decided re route plane cyprus see ex wife egyptair	hijack didn't want pay plane fare decid re rout plane cyprus see ex wife egyptair	0	1	0	23	9	120	0	3	0	0	0	13.0	14.0	3.3063394105044295	0.25433380080803303	21	3	{'NN': 4, 'IN': 1, 'PRP$': 1, 'TO': 1, 'JJ': 1, 'NNP': 2, 'DT': 1, '.': 1, 'VBD': 2, 'RB': 2, 'VB': 5}	{'PERSON': 1, 'GPE': 1, 'ORGANIZATION': 1}	0	0	4.0	1.0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	2.0	2.0	5.0	0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0
714750412499390465	2016-03-29 09:45:52	#UPDATE on #EgyptAir hijacking: @CNN reports 3 passengers, 4 crew still on board according to officials. #developing #WCCB	#UPDATE on #EgyptAir hijacking: @CNN reports 3 passengers, 4 crew still on board according to officials. #developing #WCCB	UPDATE on EgyptAir hijacking: CNN reports 3 passengers, 4 crew still on board according to officials. developing WCCB	update egyptair hijacking cnn reports passengers crew still board according officials developing wccb	updat egyptair hijack cnn report passeng crew still board accord offici develop wccb	0	4	1	13	5	122	0	0	0	0	0	13.0	13.0	3.3318363548437926	0.2562951042187533	20	1	{'CD': 2, 'IN': 1, 'VBZ': 1, 'TO': 1, 'NNP': 3, 'NN': 4, '.': 1, ':': 1, 'RB': 1, 'VBG': 2, ',': 1, 'NNS': 2}	{'ORGANIZATION': 1}	0	0	4.0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	1.0	2.0	2.0	0	0	0	1.0	0	3.0	1.0	0	0	1.0	0	0	0	0	2.0	0	0	0	0	0	0	0	1.0	0	0
714750412319023108	2016-03-29 09:45:52	#UPDATE on #EgyptAir hijacking: @CNN reports 3 passengers, 4 crew still on board according to officials. #developing #WCCB	#UPDATE on #EgyptAir hijacking: @CNN reports 3 passengers, 4 crew still on board according to officials. #developing #WCCB	UPDATE on EgyptAir hijacking: CNN reports 3 passengers, 4 crew still on board according to officials. developing WCCB	update egyptair hijacking cnn reports passengers crew still board according officials developing wccb	updat egyptair hijack cnn report passeng crew still board accord offici develop wccb	0	4	1	13	5	122	0	0	0	0	0	13.0	13.0	3.3318363548437926	0.2562951042187533	20	1	{'CD': 2, 'IN': 1, 'VBZ': 1, 'TO': 1, 'NNP': 3, 'NN': 4, '.': 1, ':': 1, 'RB': 1, 'VBG': 2, ',': 1, 'NNS': 2}	{'ORGANIZATION': 1}	0	0	4.0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	1.0	2.0	2.0	0	0	0	1.0	0	3.0	1.0	0	0	1.0	0	0	0	0	2.0	0	0	0	0	0	0	0	1.0	0	0
