created_at	volume	rank	twitter_id	text	show_text	news
2016-06-18 01:09:00	2					
2016-06-18 01:10:00	1					
2016-06-18 01:11:00	1					
2016-06-18 01:12:00	0					
2016-06-18 01:13:00	2					
2016-06-18 01:14:00	2					
2016-06-18 01:15:00	0					
2016-06-18 01:16:00	2					
2016-06-18 01:17:00	0					
2016-06-18 01:18:00	2					
2016-06-18 01:19:00	1					
2016-06-18 01:20:00	4					
2016-06-18 01:21:00	0					
2016-06-18 01:22:00	1					
2016-06-18 01:23:00	0					
2016-06-18 01:24:00	1					
2016-06-18 01:25:00	0					
2016-06-18 01:26:00	0					
2016-06-18 01:27:00	1					
2016-06-18 01:28:00	0					
2016-06-18 01:29:00	1					
2016-06-18 01:30:00	1					
2016-06-18 01:31:00	2					
2016-06-18 01:32:00	2					
2016-06-18 01:33:00	0					
2016-06-18 01:34:00	0					
2016-06-18 01:35:00	0					
2016-06-18 01:36:00	1					
2016-06-18 01:37:00	0					
2016-06-18 01:38:00	0					
2016-06-18 01:39:00	0					
2016-06-18 01:40:00	2					
2016-06-18 01:41:00	0					
2016-06-18 01:42:00	0					
2016-06-18 01:43:00	0					
2016-06-18 01:44:00	3					
2016-06-18 01:45:00	1					
2016-06-18 01:46:00	1					
2016-06-18 01:47:00	0					
2016-06-18 01:48:00	1					
2016-06-18 01:49:00	1					
2016-06-18 01:50:00	0					
2016-06-18 01:51:00	0					
2016-06-18 01:52:00	1					
2016-06-18 01:53:00	0					
2016-06-18 01:54:00	0					
2016-06-18 01:55:00	0					
2016-06-18 01:56:00	0					
2016-06-18 01:57:00	0					
2016-06-18 01:58:00	0					
2016-06-18 01:59:00	1					
2016-06-18 02:00:00	1					
2016-06-18 02:01:00	3					
2016-06-18 02:02:00	1					
2016-06-18 02:03:00	2					
2016-06-18 02:04:00	0					
2016-06-18 02:05:00	0					
2016-06-18 02:06:00	0					
2016-06-18 02:07:00	0					
2016-06-18 02:08:00	0					
2016-06-18 02:09:00	2					
2016-06-18 02:10:00	3					
2016-06-18 02:11:00	2					
2016-06-18 02:12:00	2					
2016-06-18 02:13:00	0					
2016-06-18 02:14:00	1					
2016-06-18 02:15:00	0					
2016-06-18 02:16:00	1					
2016-06-18 02:17:00	0					
2016-06-18 02:18:00	0					
2016-06-18 02:19:00	1					
2016-06-18 02:20:00	0					
2016-06-18 02:21:00	0					
2016-06-18 02:22:00	0					
2016-06-18 02:23:00	0					
2016-06-18 02:24:00	0					
2016-06-18 02:25:00	0					
2016-06-18 02:26:00	0					
2016-06-18 02:27:00	0					
2016-06-18 02:28:00	0					
2016-06-18 02:29:00	0					
2016-06-18 02:30:00	1					
2016-06-18 02:31:00	0					
2016-06-18 02:32:00	0					
2016-06-18 02:33:00	1					
2016-06-18 02:34:00	0					
2016-06-18 02:35:00	0					
2016-06-18 02:36:00	0					
2016-06-18 02:37:00	0					
2016-06-18 02:38:00	0					
2016-06-18 02:39:00	0					
2016-06-18 02:40:00	0					
2016-06-18 02:41:00	0					
2016-06-18 02:42:00	0					
2016-06-18 02:43:00	0					
2016-06-18 02:44:00	0					
2016-06-18 02:45:00	0					
2016-06-18 02:46:00	0					
2016-06-18 02:47:00	0					
2016-06-18 02:48:00	0					
2016-06-18 02:49:00	1					
2016-06-18 02:50:00	0					
2016-06-18 02:51:00	1					
2016-06-18 02:52:00	0					
2016-06-18 02:53:00	0					
2016-06-18 02:54:00	1					
2016-06-18 02:55:00	2					
2016-06-18 02:56:00	0					
2016-06-18 02:57:00	0					
2016-06-18 02:58:00	1					
2016-06-18 02:59:00	0					
2016-06-18 03:00:00	1					
2016-06-18 03:01:00	1					
2016-06-18 03:02:00	2					
2016-06-18 03:03:00	0					
2016-06-18 03:04:00	0					
2016-06-18 03:05:00	0					
2016-06-18 03:06:00	2					
2016-06-18 03:07:00	0					
2016-06-18 03:08:00	1					
2016-06-18 03:09:00	0					
2016-06-18 03:10:00	0					
2016-06-18 03:11:00	0					
2016-06-18 03:12:00	0					
2016-06-18 03:13:00	1					
2016-06-18 03:14:00	0					
2016-06-18 03:15:00	0					
2016-06-18 03:16:00	0					
2016-06-18 03:17:00	0					
2016-06-18 03:18:00	0					
2016-06-18 03:19:00	0					
2016-06-18 03:20:00	0					
2016-06-18 03:21:00	0					
2016-06-18 03:22:00	0					
2016-06-18 03:23:00	2					
2016-06-18 03:24:00	1					
2016-06-18 03:25:00	0					
2016-06-18 03:26:00	1					
2016-06-18 03:27:00	1					
2016-06-18 03:28:00	1					
2016-06-18 03:29:00	0					
2016-06-18 03:30:00	0					
2016-06-18 03:31:00	1					
2016-06-18 03:32:00	0					
2016-06-18 03:33:00	2					
2016-06-18 03:34:00	1					
2016-06-18 03:35:00	0					
2016-06-18 03:36:00	0					
2016-06-18 03:37:00	0					
2016-06-18 03:38:00	1					
2016-06-18 03:39:00	0					
2016-06-18 03:40:00	0					
2016-06-18 03:41:00	0					
2016-06-18 03:42:00	0					
2016-06-18 03:43:00	1					
2016-06-18 03:44:00	2					
2016-06-18 03:45:00	0					
2016-06-18 03:46:00	0					
2016-06-18 03:47:00	0					
2016-06-18 03:48:00	0					
2016-06-18 03:49:00	0					
2016-06-18 03:50:00	1					
2016-06-18 03:51:00	0					
2016-06-18 03:52:00	0					
2016-06-18 03:53:00	0					
2016-06-18 03:54:00	0					
2016-06-18 03:55:00	1					
2016-06-18 03:56:00	0					
2016-06-18 03:57:00	0					
2016-06-18 03:58:00	2					
2016-06-18 03:59:00	0					
2016-06-18 04:00:00	2					
2016-06-18 04:01:00	0					
2016-06-18 04:02:00	1					
2016-06-18 04:03:00	0					
2016-06-18 04:04:00	0					
2016-06-18 04:05:00	2					
2016-06-18 04:06:00	0					
2016-06-18 04:07:00	0					
2016-06-18 04:08:00	0					
2016-06-18 04:09:00	0					
2016-06-18 04:10:00	0					
2016-06-18 04:11:00	0					
2016-06-18 04:12:00	1					
2016-06-18 04:13:00	0					
2016-06-18 04:14:00	0					
2016-06-18 04:15:00	0					
2016-06-18 04:16:00	1					
2016-06-18 04:17:00	1					
2016-06-18 04:18:00	1					
2016-06-18 04:19:00	0					
2016-06-18 04:20:00	2					
2016-06-18 04:21:00	1					
2016-06-18 04:22:00	1					
2016-06-18 04:23:00	0					
2016-06-18 04:24:00	0					
2016-06-18 04:25:00	1					
2016-06-18 04:26:00	0					
2016-06-18 04:27:00	3					
2016-06-18 04:28:00	1					
2016-06-18 04:29:00	0					
2016-06-18 04:30:00	0					
2016-06-18 04:31:00	0					
2016-06-18 04:32:00	1					
2016-06-18 04:33:00	0					
2016-06-18 04:34:00	2					
2016-06-18 04:35:00	0					
2016-06-18 04:36:00	0					
2016-06-18 04:37:00	2					
2016-06-18 04:38:00	0					
2016-06-18 04:39:00	0					
2016-06-18 04:40:00	1					
2016-06-18 04:41:00	1					
2016-06-18 04:42:00	2					
2016-06-18 04:43:00	0					
2016-06-18 04:44:00	0					
2016-06-18 04:45:00	0					
2016-06-18 04:46:00	1					
2016-06-18 04:47:00	0					
2016-06-18 04:48:00	1					
2016-06-18 04:49:00	0					
2016-06-18 04:50:00	2					
2016-06-18 04:51:00	0					
2016-06-18 04:52:00	2					
2016-06-18 04:53:00	0					
2016-06-18 04:54:00	0					
2016-06-18 04:55:00	0					
2016-06-18 04:56:00	0					
2016-06-18 04:57:00	1					
2016-06-18 04:58:00	0					
2016-06-18 04:59:00	0					
2016-06-18 05:00:00	2					
2016-06-18 05:01:00	2					
2016-06-18 05:02:00	0					
2016-06-18 05:03:00	0					
2016-06-18 05:04:00	2					
2016-06-18 05:05:00	0					
2016-06-18 05:06:00	0					
2016-06-18 05:07:00	3					
2016-06-18 05:08:00	0					
2016-06-18 05:09:00	1					
2016-06-18 05:10:00	0					
2016-06-18 05:11:00	1					
2016-06-18 05:12:00	1					
2016-06-18 05:13:00	1					
2016-06-18 05:14:00	1					
2016-06-18 05:15:00	3					
2016-06-18 05:16:00	1					
2016-06-18 05:17:00	0					
2016-06-18 05:18:00	1					
2016-06-18 05:19:00	3					
2016-06-18 05:20:00	0					
2016-06-18 05:21:00	1					
2016-06-18 05:22:00	1					
2016-06-18 05:23:00	0					
2016-06-18 05:24:00	2					
2016-06-18 05:25:00	2					
2016-06-18 05:26:00	1					
2016-06-18 05:27:00	2					
2016-06-18 05:28:00	1					
2016-06-18 05:29:00	0					
2016-06-18 05:30:00	2					
2016-06-18 05:31:00	0					
2016-06-18 05:32:00	0					
2016-06-18 05:33:00	4					
2016-06-18 05:34:00	1					
2016-06-18 05:35:00	2					
2016-06-18 05:36:00	2					
2016-06-18 05:37:00	1					
2016-06-18 05:38:00	2					
2016-06-18 05:39:00	1					
2016-06-18 05:40:00	0					
2016-06-18 05:41:00	1					
2016-06-18 05:42:00	2					
2016-06-18 05:43:00	2					
2016-06-18 05:44:00	2					
2016-06-18 05:45:00	1					
2016-06-18 05:46:00	1					
2016-06-18 05:47:00	3					
2016-06-18 05:48:00	3					
2016-06-18 05:49:00	0					
2016-06-18 05:50:00	2					
2016-06-18 05:51:00	3					
2016-06-18 05:52:00	0					
2016-06-18 05:53:00	1					
2016-06-18 05:54:00	1					
2016-06-18 05:55:00	2					
2016-06-18 05:56:00	0					
2016-06-18 05:57:00	2					
2016-06-18 05:58:00	0					
2016-06-18 05:59:00	4					
2016-06-18 06:00:00	4					
2016-06-18 06:01:00	3					
2016-06-18 06:02:00	3					
2016-06-18 06:03:00	2					
2016-06-18 06:04:00	1					
2016-06-18 06:05:00	1					
2016-06-18 06:06:00	2					
2016-06-18 06:07:00	4					
2016-06-18 06:08:00	1					
2016-06-18 06:09:00	1					
2016-06-18 06:10:00	1					
2016-06-18 06:11:00	0					
2016-06-18 06:12:00	1					
2016-06-18 06:13:00	0					
2016-06-18 06:14:00	6					
2016-06-18 06:15:00	1					
2016-06-18 06:16:00	2					
2016-06-18 06:17:00	2					
2016-06-18 06:18:00	2					
2016-06-18 06:19:00	2					
2016-06-18 06:20:00	1					
2016-06-18 06:21:00	1					
2016-06-18 06:22:00	3					
2016-06-18 06:23:00	1					
2016-06-18 06:24:00	3					
2016-06-18 06:25:00	4					
2016-06-18 06:26:00	3					
2016-06-18 06:27:00	4					
2016-06-18 06:28:00	3					
2016-06-18 06:29:00	5					
2016-06-18 06:30:00	3					
2016-06-18 06:31:00	4					
2016-06-18 06:32:00	4					
2016-06-18 06:33:00	2					
2016-06-18 06:34:00	0					
2016-06-18 06:35:00	2					
2016-06-18 06:36:00	9					
2016-06-18 06:37:00	1					
2016-06-18 06:38:00	4					
2016-06-18 06:39:00	1					
2016-06-18 06:40:00	5					
2016-06-18 06:41:00	4					
2016-06-18 06:42:00	2					
2016-06-18 06:43:00	2					
2016-06-18 06:44:00	6					
2016-06-18 06:45:00	4					
2016-06-18 06:46:00	4					
2016-06-18 06:47:00	4					
2016-06-18 06:48:00	4					
2016-06-18 06:49:00	0					
2016-06-18 06:50:00	3					
2016-06-18 06:51:00	3					
2016-06-18 06:52:00	5					
2016-06-18 06:53:00	2					
2016-06-18 06:54:00	3					
2016-06-18 06:55:00	4					
2016-06-18 06:56:00	5					
2016-06-18 06:57:00	3					
2016-06-18 06:58:00	6					
2016-06-18 06:59:00	6					
2016-06-18 07:00:00	5					
2016-06-18 07:01:00	12					
2016-06-18 07:02:00	7					
2016-06-18 07:03:00	6					
2016-06-18 07:04:00	2					
2016-06-18 07:05:00	4					
2016-06-18 07:06:00	6					
2016-06-18 07:07:00	7					
2016-06-18 07:08:00	8					
2016-06-18 07:09:00	13					
2016-06-18 07:10:00	7					
2016-06-18 07:11:00	10					
2016-06-18 07:12:00	9					
2016-06-18 07:13:00	4					
2016-06-18 07:14:00	5					
2016-06-18 07:15:00	5					
2016-06-18 07:16:00	4					
2016-06-18 07:17:00	7					
2016-06-18 07:18:00	6					
2016-06-18 07:19:00	14					
2016-06-18 07:20:00	7					
2016-06-18 07:21:00	8					
2016-06-18 07:22:00	7					
2016-06-18 07:23:00	14					
2016-06-18 07:24:00	7					
2016-06-18 07:25:00	5					
2016-06-18 07:26:00	6					
2016-06-18 07:27:00	5					
2016-06-18 07:28:00	6					
2016-06-18 07:29:00	8					
2016-06-18 07:30:00	7					
2016-06-18 07:31:00	4					
2016-06-18 07:32:00	8					
2016-06-18 07:33:00	5					
2016-06-18 07:34:00	4					
2016-06-18 07:35:00	12					
2016-06-18 07:36:00	9					
2016-06-18 07:37:00	8					
2016-06-18 07:38:00	11					
2016-06-18 07:39:00	11					
2016-06-18 07:40:00	5					
2016-06-18 07:41:00	7					
2016-06-18 07:42:00	7					
2016-06-18 07:43:00	5					
2016-06-18 07:44:00	3					
2016-06-18 07:45:00	6					
2016-06-18 07:46:00	4					
2016-06-18 07:47:00	3					
2016-06-18 07:48:00	6					
2016-06-18 07:49:00	5					
2016-06-18 07:50:00	6					
2016-06-18 07:51:00	4					
2016-06-18 07:52:00	5					
2016-06-18 07:53:00	4					
2016-06-18 07:54:00	8					
2016-06-18 07:55:00	6					
2016-06-18 07:56:00	4					
2016-06-18 07:57:00	5					
2016-06-18 07:58:00	4					
2016-06-18 07:59:00	7					
2016-06-18 08:00:00	6					
2016-06-18 08:01:00	7					
2016-06-18 08:02:00	5					
2016-06-18 08:03:00	3					
2016-06-18 08:04:00	5					
2016-06-18 08:05:00	5					
2016-06-18 08:06:00	0					
2016-06-18 08:07:00	1					
2016-06-18 08:08:00	3					
2016-06-18 08:09:00	1					
2016-06-18 08:10:00	3					
2016-06-18 08:11:00	6					
2016-06-18 08:12:00	3					
2016-06-18 08:13:00	2					
2016-06-18 08:14:00	3					
2016-06-18 08:15:00	4					
2016-06-18 08:16:00	3					
2016-06-18 08:17:00	3					
2016-06-18 08:18:00	0					
2016-06-18 08:19:00	4					
2016-06-18 08:20:00	4					
2016-06-18 08:21:00	1					
2016-06-18 08:22:00	1					
2016-06-18 08:23:00	3					
2016-06-18 08:24:00	2					
2016-06-18 08:25:00	1					
2016-06-18 08:26:00	1					
2016-06-18 08:27:00	3					
2016-06-18 08:28:00	2					
2016-06-18 08:29:00	2					
2016-06-18 08:30:00	4					
2016-06-18 08:31:00	3					
2016-06-18 08:32:00	3					
2016-06-18 08:33:00	6					
2016-06-18 08:34:00	7					
2016-06-18 08:35:00	2					
2016-06-18 08:36:00	3					
2016-06-18 08:37:00	2					
2016-06-18 08:38:00	3					
2016-06-18 08:39:00	4					
2016-06-18 08:40:00	1					
2016-06-18 08:41:00	3					
2016-06-18 08:42:00	2					
2016-06-18 08:43:00	3					
2016-06-18 08:44:00	3					
2016-06-18 08:45:00	7					
2016-06-18 08:46:00	3					
2016-06-18 08:47:00	4					
2016-06-18 08:48:00	3					
2016-06-18 08:49:00	2					
2016-06-18 08:50:00	5					
2016-06-18 08:51:00	1					
2016-06-18 08:52:00	6					
2016-06-18 08:53:00	0					
2016-06-18 08:54:00	3					
2016-06-18 08:55:00	7					
2016-06-18 08:56:00	8					
2016-06-18 08:57:00	6					
2016-06-18 08:58:00	2					
2016-06-18 08:59:00	6					
2016-06-18 09:00:00	6					
2016-06-18 09:01:00	9					
2016-06-18 09:02:00	4					
2016-06-18 09:03:00	1					
2016-06-18 09:04:00	5					
2016-06-18 09:05:00	3					
2016-06-18 09:06:00	2					
2016-06-18 09:07:00	3					
2016-06-18 09:08:00	5					
2016-06-18 09:09:00	2					
2016-06-18 09:10:00	1					
2016-06-18 09:11:00	4					
2016-06-18 09:12:00	8					
2016-06-18 09:13:00	3					
2016-06-18 09:14:00	2					
2016-06-18 09:15:00	0					
2016-06-18 09:16:00	4					
2016-06-18 09:17:00	8					
2016-06-18 09:18:00	5					
2016-06-18 09:19:00	1					
2016-06-18 09:20:00	3					
2016-06-18 09:21:00	5					
2016-06-18 09:22:00	3					
2016-06-18 09:23:00	5					
2016-06-18 09:24:00	8					
2016-06-18 09:25:00	2					
2016-06-18 09:26:00	2					
2016-06-18 09:27:00	6					
2016-06-18 09:28:00	4					
2016-06-18 09:29:00	8					
2016-06-18 09:30:00	8					
2016-06-18 09:31:00	2					
2016-06-18 09:32:00	4					
2016-06-18 09:33:00	7					
2016-06-18 09:34:00	4					
2016-06-18 09:35:00	0					
2016-06-18 09:36:00	4					
2016-06-18 09:37:00	3					
2016-06-18 09:38:00	1					
2016-06-18 09:39:00	8					
2016-06-18 09:40:00	0					
2016-06-18 09:41:00	3					
2016-06-18 09:42:00	0					
2016-06-18 09:43:00	2					
2016-06-18 09:44:00	5					
2016-06-18 09:45:00	2					
2016-06-18 09:46:00	1					
2016-06-18 09:47:00	5					
2016-06-18 09:48:00	5					
2016-06-18 09:49:00	6					
2016-06-18 09:50:00	2					
2016-06-18 09:51:00	4					
2016-06-18 09:52:00	1					
2016-06-18 09:53:00	3					
2016-06-18 09:54:00	6					
2016-06-18 09:55:00	5					
2016-06-18 09:56:00	4					
2016-06-18 09:57:00	0					
2016-06-18 09:58:00	4					
2016-06-18 09:59:00	2					
2016-06-18 10:00:00	7					
2016-06-18 10:01:00	7					
2016-06-18 10:02:00	7					
2016-06-18 10:03:00	4					
2016-06-18 10:04:00	5					
2016-06-18 10:05:00	1					
2016-06-18 10:06:00	3					
2016-06-18 10:07:00	5					
2016-06-18 10:08:00	2					
2016-06-18 10:09:00	1					
2016-06-18 10:10:00	4					
2016-06-18 10:11:00	2					
2016-06-18 10:12:00	9					
2016-06-18 10:13:00	7					
2016-06-18 10:14:00	4					
2016-06-18 10:15:00	1					
2016-06-18 10:16:00	4					
2016-06-18 10:17:00	3					
2016-06-18 10:18:00	3					
2016-06-18 10:19:00	4					
2016-06-18 10:20:00	3					
2016-06-18 10:21:00	2					
2016-06-18 10:22:00	3					
2016-06-18 10:23:00	2					
2016-06-18 10:24:00	6					
2016-06-18 10:25:00	5					
2016-06-18 10:26:00	2					
2016-06-18 10:27:00	5					
2016-06-18 10:28:00	1					
2016-06-18 10:29:00	3					
2016-06-18 10:30:00	6					
2016-06-18 10:31:00	5					
2016-06-18 10:32:00	3					
2016-06-18 10:33:00	4					
2016-06-18 10:34:00	8					
2016-06-18 10:35:00	4					
2016-06-18 10:36:00	7					
2016-06-18 10:37:00	2					
2016-06-18 10:38:00	2					
2016-06-18 10:39:00	6					
2016-06-18 10:40:00	3					
2016-06-18 10:41:00	2					
2016-06-18 10:42:00	7					
2016-06-18 10:43:00	4					
2016-06-18 10:44:00	4					
2016-06-18 10:45:00	1					
2016-06-18 10:46:00	7					
2016-06-18 10:47:00	3					
2016-06-18 10:48:00	3					
2016-06-18 10:49:00	3					
2016-06-18 10:50:00	0					
2016-06-18 10:51:00	6					
2016-06-18 10:52:00	2					
2016-06-18 10:53:00	4					
2016-06-18 10:54:00	4					
2016-06-18 10:55:00	9					
2016-06-18 10:56:00	5					
2016-06-18 10:57:00	8					
2016-06-18 10:58:00	2					
2016-06-18 10:59:00	8					
2016-06-18 11:00:00	9					
2016-06-18 11:01:00	9					
2016-06-18 11:02:00	7					
2016-06-18 11:03:00	7					
2016-06-18 11:04:00	1					
2016-06-18 11:05:00	10					
2016-06-18 11:06:00	7					
2016-06-18 11:07:00	6					
2016-06-18 11:08:00	6					
2016-06-18 11:09:00	9					
2016-06-18 11:10:00	4					
2016-06-18 11:11:00	7					
2016-06-18 11:12:00	6					
2016-06-18 11:13:00	6					
2016-06-18 11:14:00	7					
2016-06-18 11:15:00	6					
2016-06-18 11:16:00	7					
2016-06-18 11:17:00	4					
2016-06-18 11:18:00	3					
2016-06-18 11:19:00	3					
2016-06-18 11:20:00	8					
2016-06-18 11:21:00	7					
2016-06-18 11:22:00	6					
2016-06-18 11:23:00	10					
2016-06-18 11:24:00	8					
2016-06-18 11:25:00	7					
2016-06-18 11:26:00	3					
2016-06-18 11:27:00	3					
2016-06-18 11:28:00	8					
2016-06-18 11:29:00	8					
2016-06-18 11:30:00	9					
2016-06-18 11:31:00	12					
2016-06-18 11:32:00	5					
2016-06-18 11:33:00	3					
2016-06-18 11:34:00	7					
2016-06-18 11:35:00	6					
2016-06-18 11:36:00	7					
2016-06-18 11:37:00	5					
2016-06-18 11:38:00	8					
2016-06-18 11:39:00	5					
2016-06-18 11:40:00	6					
2016-06-18 11:41:00	8					
2016-06-18 11:42:00	6					
2016-06-18 11:43:00	8					
2016-06-18 11:44:00	10					
2016-06-18 11:45:00	11					
2016-06-18 11:46:00	9					
2016-06-18 11:47:00	7					
2016-06-18 11:48:00	8					
2016-06-18 11:49:00	7					
2016-06-18 11:50:00	9					
2016-06-18 11:51:00	10					
2016-06-18 11:52:00	14					
2016-06-18 11:53:00	13					
2016-06-18 11:54:00	7					
2016-06-18 11:55:00	8					
2016-06-18 11:56:00	7					
2016-06-18 11:57:00	11					
2016-06-18 11:58:00	4					
2016-06-18 11:59:00	16					
2016-06-18 12:00:00	15					
2016-06-18 12:01:00	12					
2016-06-18 12:02:00	9					
2016-06-18 12:03:00	8					
2016-06-18 12:04:00	12					
2016-06-18 12:05:00	8					
2016-06-18 12:06:00	13					
2016-06-18 12:07:00	9					
2016-06-18 12:08:00	12					
2016-06-18 12:09:00	8					
2016-06-18 12:10:00	7					
2016-06-18 12:11:00	11					
2016-06-18 12:12:00	8					
2016-06-18 12:13:00	8					
2016-06-18 12:14:00	5					
2016-06-18 12:15:00	15					
2016-06-18 12:16:00	7					
2016-06-18 12:17:00	15					
2016-06-18 12:18:00	18					
2016-06-18 12:19:00	15					
2016-06-18 12:20:00	10					
2016-06-18 12:21:00	15					
2016-06-18 12:22:00	14					
2016-06-18 12:23:00	24					
2016-06-18 12:24:00	20					
2016-06-18 12:25:00	16					
2016-06-18 12:26:00	18					
2016-06-18 12:27:00	22					
2016-06-18 12:28:00	27					
2016-06-18 12:29:00	20					
2016-06-18 12:30:00	27					
2016-06-18 12:31:00	22					
2016-06-18 12:32:00	20					
2016-06-18 12:33:00	37	20.0	744146013498314752	Gues I am watching #USOpen instead of 24 hours of Le Mans. anyone know where I can find coverage #LeMans24 ?	le mans	0.0
2016-06-18 12:34:00	27					
2016-06-18 12:35:00	32					
2016-06-18 12:36:00	29					
2016-06-18 12:37:00	41					
2016-06-18 12:38:00	37					
2016-06-18 12:39:00	36					
2016-06-18 12:40:00	23					
2016-06-18 12:41:00	36					
2016-06-18 12:42:00	27					
2016-06-18 12:43:00	35					
2016-06-18 12:44:00	49					
2016-06-18 12:45:00	29					
2016-06-18 12:46:00	35					
2016-06-18 12:47:00	34					
2016-06-18 12:48:00	36					
2016-06-18 12:49:00	24					
2016-06-18 12:50:00	27					
2016-06-18 12:51:00	29					
2016-06-18 12:52:00	36					
2016-06-18 12:53:00	28					
2016-06-18 12:54:00	34					
2016-06-18 12:55:00	41					
2016-06-18 12:56:00	36					
2016-06-18 12:57:00	33					
2016-06-18 12:58:00	46					
2016-06-18 12:59:00	48					
2016-06-18 13:00:00	86	7.0	744152821029711872	The race is start behind a safety car! #LeMans24	safety car	1.0
2016-06-18 13:01:00	81					
2016-06-18 13:02:00	67					
2016-06-18 13:03:00	53					
2016-06-18 13:04:00	47					
2016-06-18 13:05:00	38					
2016-06-18 13:06:00	51					
2016-06-18 13:07:00	46					
2016-06-18 13:08:00	35					
2016-06-18 13:09:00	38					
2016-06-18 13:10:00	23					
2016-06-18 13:11:00	36					
2016-06-18 13:12:00	25					
2016-06-18 13:13:00	28					
2016-06-18 13:14:00	29					
2016-06-18 13:15:00	29					
2016-06-18 13:16:00	28					
2016-06-18 13:17:00	27					
2016-06-18 13:18:00	22					
2016-06-18 13:19:00	30					
2016-06-18 13:20:00	20					
2016-06-18 13:21:00	26					
2016-06-18 13:22:00	26					
2016-06-18 13:23:00	23					
2016-06-18 13:24:00	21					
2016-06-18 13:25:00	19					
2016-06-18 13:26:00	24					
2016-06-18 13:27:00	22					
2016-06-18 13:28:00	27					
2016-06-18 13:29:00	19					
2016-06-18 13:30:00	20					
2016-06-18 13:31:00	24					
2016-06-18 13:32:00	34					
2016-06-18 13:33:00	36					
2016-06-18 13:34:00	21					
2016-06-18 13:35:00	34					
2016-06-18 13:36:00	22					
2016-06-18 13:37:00	13					
2016-06-18 13:38:00	27					
2016-06-18 13:39:00	30					
2016-06-18 13:40:00	27					
2016-06-18 13:41:00	29					
2016-06-18 13:42:00	29					
2016-06-18 13:43:00	22					
2016-06-18 13:44:00	29					
2016-06-18 13:45:00	31					
2016-06-18 13:46:00	44					
2016-06-18 13:47:00	54					
2016-06-18 13:48:00	47					
2016-06-18 13:49:00	58					
2016-06-18 13:50:00	46					
2016-06-18 13:51:00	103	5.0	744165586473730048	Safety Car in this lap!!! #LeMans24	safety car	0.0
2016-06-18 13:52:00	124	14.0	744165837318258688	GREEN, GREEN, GREEN after 7 laps! #WEC #LeMans24 #LeagueofPerformance	green green	0.0
2016-06-18 13:53:00	88					
2016-06-18 13:54:00	56					
2016-06-18 13:55:00	33					
2016-06-18 13:56:00	27					
2016-06-18 13:57:00	27					
2016-06-18 13:58:00	28					
2016-06-18 13:59:00	22					
2016-06-18 14:00:00	35					
2016-06-18 14:01:00	43					
2016-06-18 14:02:00	22					
2016-06-18 14:03:00	30					
2016-06-18 14:04:00	32					
2016-06-18 14:05:00	33					
2016-06-18 14:06:00	20					
2016-06-18 14:07:00	25					
2016-06-18 14:08:00	20					
2016-06-18 14:09:00	22					
2016-06-18 14:10:00	18					
2016-06-18 14:11:00	25					
2016-06-18 14:12:00	20					
2016-06-18 14:13:00	17					
2016-06-18 14:14:00	23					
2016-06-18 14:15:00	13					
2016-06-18 14:16:00	23					
2016-06-18 14:17:00	27					
2016-06-18 14:18:00	18					
2016-06-18 14:19:00	24					
2016-06-18 14:20:00	36					
2016-06-18 14:21:00	45					
