created_at	volume	rank	twitter_id	text	text_clean	show_text
2016-05-28 03:36:00	0					
2016-05-28 03:37:00	0					
2016-05-28 03:38:00	1					
2016-05-28 03:39:00	0					
2016-05-28 03:40:00	0					
2016-05-28 03:41:00	0					
2016-05-28 03:42:00	0					
2016-05-28 03:43:00	1					
2016-05-28 03:44:00	0					
2016-05-28 03:45:00	0					
2016-05-28 03:46:00	0					
2016-05-28 03:47:00	0					
2016-05-28 03:48:00	2					
2016-05-28 03:49:00	0					
2016-05-28 03:50:00	0					
2016-05-28 03:51:00	0					
2016-05-28 03:52:00	0					
2016-05-28 03:53:00	0					
2016-05-28 03:54:00	0					
2016-05-28 03:55:00	0					
2016-05-28 03:56:00	0					
2016-05-28 03:57:00	0					
2016-05-28 03:58:00	0					
2016-05-28 03:59:00	0					
2016-05-28 04:00:00	1					
2016-05-28 04:01:00	1					
2016-05-28 04:02:00	1					
2016-05-28 04:03:00	1					
2016-05-28 04:04:00	0					
2016-05-28 04:05:00	0					
2016-05-28 04:06:00	1					
2016-05-28 04:07:00	0					
2016-05-28 04:08:00	0					
2016-05-28 04:09:00	0					
2016-05-28 04:10:00	0					
2016-05-28 04:11:00	0					
2016-05-28 04:12:00	0					
2016-05-28 04:13:00	1					
2016-05-28 04:14:00	0					
2016-05-28 04:15:00	1					
2016-05-28 04:16:00	1					
2016-05-28 04:17:00	0					
2016-05-28 04:18:00	0					
2016-05-28 04:19:00	2					
2016-05-28 04:20:00	0					
2016-05-28 04:21:00	0					
2016-05-28 04:22:00	1					
2016-05-28 04:23:00	0					
2016-05-28 04:24:00	1					
2016-05-28 04:25:00	0					
2016-05-28 04:26:00	0					
2016-05-28 04:27:00	0					
2016-05-28 04:28:00	0					
2016-05-28 04:29:00	0					
2016-05-28 04:30:00	0					
2016-05-28 04:31:00	0					
2016-05-28 04:32:00	1					
2016-05-28 04:33:00	0					
2016-05-28 04:34:00	1					
2016-05-28 04:35:00	1					
2016-05-28 04:36:00	0					
2016-05-28 04:37:00	0					
2016-05-28 04:38:00	1					
2016-05-28 04:39:00	1					
2016-05-28 04:40:00	0					
2016-05-28 04:41:00	0					
2016-05-28 04:42:00	0					
2016-05-28 04:43:00	0					
2016-05-28 04:44:00	0					
2016-05-28 04:45:00	0					
2016-05-28 04:46:00	0					
2016-05-28 04:47:00	0					
2016-05-28 04:48:00	0					
2016-05-28 04:49:00	1					
2016-05-28 04:50:00	0					
2016-05-28 04:51:00	1					
2016-05-28 04:52:00	0					
2016-05-28 04:53:00	1					
2016-05-28 04:54:00	1					
2016-05-28 04:55:00	0					
2016-05-28 04:56:00	0					
2016-05-28 04:57:00	0					
2016-05-28 04:58:00	1					
2016-05-28 04:59:00	1					
2016-05-28 05:00:00	2					
2016-05-28 05:01:00	0					
2016-05-28 05:02:00	0					
2016-05-28 05:03:00	1					
2016-05-28 05:04:00	0					
2016-05-28 05:05:00	0					
2016-05-28 05:06:00	0					
2016-05-28 05:07:00	0					
2016-05-28 05:08:00	1					
2016-05-28 05:09:00	0					
2016-05-28 05:10:00	0					
2016-05-28 05:11:00	0					
2016-05-28 05:12:00	0					
2016-05-28 05:13:00	1					
2016-05-28 05:14:00	0					
2016-05-28 05:15:00	1					
2016-05-28 05:16:00	0					
2016-05-28 05:17:00	0					
2016-05-28 05:18:00	0					
2016-05-28 05:19:00	0					
2016-05-28 05:20:00	2					
2016-05-28 05:21:00	1					
2016-05-28 05:22:00	0					
2016-05-28 05:23:00	1					
2016-05-28 05:24:00	0					
2016-05-28 05:25:00	1					
2016-05-28 05:26:00	2					
2016-05-28 05:27:00	0					
2016-05-28 05:28:00	1					
2016-05-28 05:29:00	0					
2016-05-28 05:30:00	3					
2016-05-28 05:31:00	0					
2016-05-28 05:32:00	2					
2016-05-28 05:33:00	2					
2016-05-28 05:34:00	0					
2016-05-28 05:35:00	1					
2016-05-28 05:36:00	4					
2016-05-28 05:37:00	1					
2016-05-28 05:38:00	0					
2016-05-28 05:39:00	0					
2016-05-28 05:40:00	0					
2016-05-28 05:41:00	1					
2016-05-28 05:42:00	1					
2016-05-28 05:43:00	0					
2016-05-28 05:44:00	0					
2016-05-28 05:45:00	1					
2016-05-28 05:46:00	1					
2016-05-28 05:47:00	1					
2016-05-28 05:48:00	1					
2016-05-28 05:49:00	1					
2016-05-28 05:50:00	0					
2016-05-28 05:51:00	0					
2016-05-28 05:52:00	0					
2016-05-28 05:53:00	1					
2016-05-28 05:54:00	1					
2016-05-28 05:55:00	4					
2016-05-28 05:56:00	0					
2016-05-28 05:57:00	1					
2016-05-28 05:58:00	0					
2016-05-28 05:59:00	1					
2016-05-28 06:00:00	1					
2016-05-28 06:01:00	0					
2016-05-28 06:02:00	0					
2016-05-28 06:03:00	1					
2016-05-28 06:04:00	1					
2016-05-28 06:05:00	3					
2016-05-28 06:06:00	0					
2016-05-28 06:07:00	2					
2016-05-28 06:08:00	1					
2016-05-28 06:09:00	2					
2016-05-28 06:10:00	0					
2016-05-28 06:11:00	0					
2016-05-28 06:12:00	0					
2016-05-28 06:13:00	0					
2016-05-28 06:14:00	1					
2016-05-28 06:15:00	2					
2016-05-28 06:16:00	0					
2016-05-28 06:17:00	0					
2016-05-28 06:18:00	0					
2016-05-28 06:19:00	0					
2016-05-28 06:20:00	2					
2016-05-28 06:21:00	1					
2016-05-28 06:22:00	1					
2016-05-28 06:23:00	1					
2016-05-28 06:24:00	0					
2016-05-28 06:25:00	0					
2016-05-28 06:26:00	2					
2016-05-28 06:27:00	1					
2016-05-28 06:28:00	4					
2016-05-28 06:29:00	1					
2016-05-28 06:30:00	3					
2016-05-28 06:31:00	1					
2016-05-28 06:32:00	2					
2016-05-28 06:33:00	1					
2016-05-28 06:34:00	2					
2016-05-28 06:35:00	2					
2016-05-28 06:36:00	2					
2016-05-28 06:37:00	2					
2016-05-28 06:38:00	0					
2016-05-28 06:39:00	0					
2016-05-28 06:40:00	1					
2016-05-28 06:41:00	1					
2016-05-28 06:42:00	3					
2016-05-28 06:43:00	3					
2016-05-28 06:44:00	5					
2016-05-28 06:45:00	1					
2016-05-28 06:46:00	0					
2016-05-28 06:47:00	2					
2016-05-28 06:48:00	1					
2016-05-28 06:49:00	2					
2016-05-28 06:50:00	2					
2016-05-28 06:51:00	2					
2016-05-28 06:52:00	3	19.0	736450028919742468	⬅ #MonacoGP #TeamLH @MercedesAMGF1 photo by Steve Etherington https://t.co/9t3qSJ4DgS	monacogp teamlh mercedesamgf 1 photo by steve etherington	@LewisHamilton
2016-05-28 06:53:00	2					
2016-05-28 06:54:00	3					
2016-05-28 06:55:00	0					
2016-05-28 06:56:00	2					
2016-05-28 06:57:00	0					
2016-05-28 06:58:00	0					
2016-05-28 06:59:00	0					
2016-05-28 07:00:00	2					
2016-05-28 07:01:00	4					
2016-05-28 07:02:00	1					
2016-05-28 07:03:00	3					
2016-05-28 07:04:00	1					
2016-05-28 07:05:00	1					
2016-05-28 07:06:00	2					
2016-05-28 07:07:00	2					
2016-05-28 07:08:00	3					
2016-05-28 07:09:00	3					
2016-05-28 07:10:00	4					
2016-05-28 07:11:00	1					
2016-05-28 07:12:00	2					
2016-05-28 07:13:00	3					
2016-05-28 07:14:00	4					
2016-05-28 07:15:00	2					
2016-05-28 07:16:00	3					
2016-05-28 07:17:00	1					
2016-05-28 07:18:00	3					
2016-05-28 07:19:00	1					
2016-05-28 07:20:00	2					
2016-05-28 07:21:00	2					
2016-05-28 07:22:00	2					
2016-05-28 07:23:00	2					
2016-05-28 07:24:00	1					
2016-05-28 07:25:00	7					
2016-05-28 07:26:00	4					
2016-05-28 07:27:00	2					
2016-05-28 07:28:00	1					
2016-05-28 07:29:00	2					
2016-05-28 07:30:00	4					
2016-05-28 07:31:00	4					
2016-05-28 07:32:00	0					
2016-05-28 07:33:00	3					
2016-05-28 07:34:00	2					
2016-05-28 07:35:00	4					
2016-05-28 07:36:00	1					
2016-05-28 07:37:00	1					
2016-05-28 07:38:00	3					
2016-05-28 07:39:00	5					
2016-05-28 07:40:00	1					
2016-05-28 07:41:00	5					
2016-05-28 07:42:00	3					
2016-05-28 07:43:00	2					
2016-05-28 07:44:00	2					
2016-05-28 07:45:00	1					
2016-05-28 07:46:00	3					
2016-05-28 07:47:00	2					
2016-05-28 07:48:00	3					
2016-05-28 07:49:00	3					
2016-05-28 07:50:00	4					
2016-05-28 07:51:00	1					
2016-05-28 07:52:00	2					
2016-05-28 07:53:00	0					
2016-05-28 07:54:00	6					
2016-05-28 07:55:00	4					
2016-05-28 07:56:00	1					
2016-05-28 07:57:00	3					
2016-05-28 07:58:00	3					
2016-05-28 07:59:00	2					
2016-05-28 08:00:00	10					
2016-05-28 08:01:00	8					
2016-05-28 08:02:00	3					
2016-05-28 08:03:00	5					
2016-05-28 08:04:00	3					
2016-05-28 08:05:00	2					
2016-05-28 08:06:00	1					
2016-05-28 08:07:00	3					
2016-05-28 08:08:00	1					
2016-05-28 08:09:00	2					
2016-05-28 08:10:00	5					
2016-05-28 08:11:00	8					
2016-05-28 08:12:00	1					
2016-05-28 08:13:00	5					
2016-05-28 08:14:00	4					
2016-05-28 08:15:00	3					
2016-05-28 08:16:00	1					
2016-05-28 08:17:00	3					
2016-05-28 08:18:00	2					
2016-05-28 08:19:00	2					
2016-05-28 08:20:00	2					
2016-05-28 08:21:00	4					
2016-05-28 08:22:00	1					
2016-05-28 08:23:00	2					
2016-05-28 08:24:00	1					
2016-05-28 08:25:00	0					
2016-05-28 08:26:00	3					
2016-05-28 08:27:00	4					
2016-05-28 08:28:00	2					
2016-05-28 08:29:00	3					
2016-05-28 08:30:00	6					
2016-05-28 08:31:00	3					
2016-05-28 08:32:00	4					
2016-05-28 08:33:00	3					
2016-05-28 08:34:00	3					
2016-05-28 08:35:00	3					
2016-05-28 08:36:00	6					
2016-05-28 08:37:00	3					
2016-05-28 08:38:00	4					
2016-05-28 08:39:00	5					
2016-05-28 08:40:00	6					
2016-05-28 08:41:00	2					
2016-05-28 08:42:00	3					
2016-05-28 08:43:00	5					
2016-05-28 08:44:00	3					
2016-05-28 08:45:00	8					
2016-05-28 08:46:00	5					
2016-05-28 08:47:00	14					
2016-05-28 08:48:00	7					
2016-05-28 08:49:00	5					
2016-05-28 08:50:00	10					
2016-05-28 08:51:00	12					
2016-05-28 08:52:00	6					
2016-05-28 08:53:00	8					
2016-05-28 08:54:00	8					
2016-05-28 08:55:00	21					
2016-05-28 08:56:00	16					
2016-05-28 08:57:00	7					
2016-05-28 08:58:00	10					
2016-05-28 08:59:00	16					
2016-05-28 09:00:00	45					
2016-05-28 09:01:00	27					
2016-05-28 09:02:00	14					
2016-05-28 09:03:00	17					
2016-05-28 09:04:00	19					
2016-05-28 09:05:00	15					
2016-05-28 09:06:00	28					
2016-05-28 09:07:00	16					
2016-05-28 09:08:00	21					
2016-05-28 09:09:00	29					
2016-05-28 09:10:00	29					
2016-05-28 09:11:00	25					
2016-05-28 09:12:00	16					
2016-05-28 09:13:00	24					
2016-05-28 09:14:00	18					
2016-05-28 09:15:00	26					
2016-05-28 09:16:00	29					
2016-05-28 09:17:00	17					
2016-05-28 09:18:00	15					
2016-05-28 09:19:00	17					
2016-05-28 09:20:00	21					
2016-05-28 09:21:00	25					
2016-05-28 09:22:00	29					
2016-05-28 09:23:00	24					
2016-05-28 09:24:00	20					
2016-05-28 09:25:00	23					
2016-05-28 09:26:00	30					
2016-05-28 09:27:00	16					
2016-05-28 09:28:00	23					
2016-05-28 09:29:00	18					
2016-05-28 09:30:00	15					
2016-05-28 09:31:00	15					
2016-05-28 09:32:00	12					
2016-05-28 09:33:00	10					
2016-05-28 09:34:00	18					
2016-05-28 09:35:00	9					
2016-05-28 09:36:00	13					
2016-05-28 09:37:00	24					
2016-05-28 09:38:00	18					
2016-05-28 09:39:00	13					
2016-05-28 09:40:00	14					
2016-05-28 09:41:00	5					
2016-05-28 09:42:00	16					
2016-05-28 09:43:00	20					
2016-05-28 09:44:00	15					
2016-05-28 09:45:00	19					
2016-05-28 09:46:00	23					
2016-05-28 09:47:00	23					
2016-05-28 09:48:00	24					
2016-05-28 09:49:00	27					
2016-05-28 09:50:00	28					
2016-05-28 09:51:00	35					
2016-05-28 09:52:00	28					
2016-05-28 09:53:00	29					
2016-05-28 09:54:00	24					
2016-05-28 09:55:00	27					
2016-05-28 09:56:00	18					
2016-05-28 09:57:00	21					
2016-05-28 09:58:00	31					
2016-05-28 09:59:00	23					
2016-05-28 10:00:00	25					
2016-05-28 10:01:00	30					
2016-05-28 10:02:00	26					
2016-05-28 10:03:00	21					
2016-05-28 10:04:00	28					
2016-05-28 10:05:00	22					
2016-05-28 10:06:00	28					
2016-05-28 10:07:00	17					
2016-05-28 10:08:00	16					
2016-05-28 10:09:00	16					
2016-05-28 10:10:00	7					
2016-05-28 10:11:00	6					
2016-05-28 10:12:00	3					
2016-05-28 10:13:00	5					
2016-05-28 10:14:00	11					
2016-05-28 10:15:00	11					
2016-05-28 10:16:00	21					
2016-05-28 10:17:00	9					
2016-05-28 10:18:00	7					
2016-05-28 10:19:00	8					
2016-05-28 10:20:00	7					
2016-05-28 10:21:00	10					
2016-05-28 10:22:00	10					
2016-05-28 10:23:00	11					
2016-05-28 10:24:00	8					
2016-05-28 10:25:00	5					
2016-05-28 10:26:00	2					
2016-05-28 10:27:00	5					
2016-05-28 10:28:00	5					
2016-05-28 10:29:00	8					
2016-05-28 10:30:00	8					
2016-05-28 10:31:00	4					
2016-05-28 10:32:00	3					
2016-05-28 10:33:00	9					
2016-05-28 10:34:00	3					
2016-05-28 10:35:00	4					
2016-05-28 10:36:00	6					
2016-05-28 10:37:00	5					
2016-05-28 10:38:00	3					
2016-05-28 10:39:00	5					
2016-05-28 10:40:00	3					
2016-05-28 10:41:00	2					
2016-05-28 10:42:00	11					
2016-05-28 10:43:00	8					
2016-05-28 10:44:00	7					
2016-05-28 10:45:00	3					
2016-05-28 10:46:00	5					
2016-05-28 10:47:00	1					
2016-05-28 10:48:00	5					
2016-05-28 10:49:00	8					
2016-05-28 10:50:00	6					
2016-05-28 10:51:00	4					
2016-05-28 10:52:00	4					
2016-05-28 10:53:00	6					
2016-05-28 10:54:00	2					
2016-05-28 10:55:00	5					
2016-05-28 10:56:00	2					
2016-05-28 10:57:00	4					
2016-05-28 10:58:00	7					
2016-05-28 10:59:00	4					
2016-05-28 11:00:00	9					
2016-05-28 11:01:00	14					
2016-05-28 11:02:00	12					
2016-05-28 11:03:00	6					
2016-05-28 11:04:00	8					
2016-05-28 11:05:00	4					
2016-05-28 11:06:00	10					
2016-05-28 11:07:00	9					
2016-05-28 11:08:00	7					
2016-05-28 11:09:00	8					
2016-05-28 11:10:00	8					
2016-05-28 11:11:00	7					
2016-05-28 11:12:00	9					
2016-05-28 11:13:00	6					
2016-05-28 11:14:00	9					
2016-05-28 11:15:00	10	1.0	736516119104737280	Great to see @Louis_Tomlinson onboard the @RedBull Energy Station ahead of qualifying! #MonacoGP #F1 https://t.co/wKOFeN9tTN	great to see onboard the redbull energy station ahead of qualifying monacogp f1	@redbullracing
2016-05-28 11:16:00	9					
2016-05-28 11:17:00	10					
2016-05-28 11:18:00	6					
2016-05-28 11:19:00	4					
2016-05-28 11:20:00	10					
2016-05-28 11:21:00	8					
2016-05-28 11:22:00	5					
2016-05-28 11:23:00	11					
2016-05-28 11:24:00	6					
2016-05-28 11:25:00	3					
2016-05-28 11:26:00	10					
2016-05-28 11:27:00	8					
2016-05-28 11:28:00	8					
2016-05-28 11:29:00	12					
2016-05-28 11:30:00	13					
2016-05-28 11:31:00	16					
2016-05-28 11:32:00	5					
2016-05-28 11:33:00	11					
2016-05-28 11:34:00	12					
2016-05-28 11:35:00	12					
2016-05-28 11:36:00	13					
2016-05-28 11:37:00	12					
2016-05-28 11:38:00	9					
2016-05-28 11:39:00	17					
2016-05-28 11:40:00	13					
2016-05-28 11:41:00	12					
2016-05-28 11:42:00	9					
2016-05-28 11:43:00	20					
2016-05-28 11:44:00	15					
2016-05-28 11:45:00	17					
2016-05-28 11:46:00	20					
2016-05-28 11:47:00	11					
2016-05-28 11:48:00	13					
2016-05-28 11:49:00	15					
2016-05-28 11:50:00	25					
2016-05-28 11:51:00	32					
2016-05-28 11:52:00	20					
2016-05-28 11:53:00	21					
2016-05-28 11:54:00	25					
2016-05-28 11:55:00	33					
2016-05-28 11:56:00	51					
2016-05-28 11:57:00	45					
2016-05-28 11:58:00	37					
2016-05-28 11:59:00	28					
2016-05-28 12:00:00	87					
2016-05-28 12:01:00	60					
2016-05-28 12:02:00	111					
2016-05-28 12:03:00	105					
2016-05-28 12:04:00	79					
2016-05-28 12:05:00	58					
2016-05-28 12:06:00	76					
2016-05-28 12:07:00	68					
2016-05-28 12:08:00	43					
2016-05-28 12:09:00	42					
2016-05-28 12:10:00	56					
2016-05-28 12:11:00	66					
2016-05-28 12:12:00	49					
2016-05-28 12:13:00	61					
2016-05-28 12:14:00	68					
2016-05-28 12:15:00	74					
2016-05-28 12:16:00	227					
2016-05-28 12:17:00	160					
2016-05-28 12:18:00	121					
2016-05-28 12:19:00	137					
2016-05-28 12:20:00	103					
2016-05-28 12:21:00	134					
2016-05-28 12:22:00	88					
2016-05-28 12:23:00	60					
2016-05-28 12:24:00	60					
2016-05-28 12:25:00	42					
2016-05-28 12:26:00	38					
2016-05-28 12:27:00	39					
2016-05-28 12:28:00	61					
2016-05-28 12:29:00	59					
2016-05-28 12:30:00	58					
2016-05-28 12:31:00	44					
2016-05-28 12:32:00	43					
2016-05-28 12:33:00	45					
2016-05-28 12:34:00	35					
2016-05-28 12:35:00	65					
2016-05-28 12:36:00	56					
2016-05-28 12:37:00	53					
2016-05-28 12:38:00	30					
2016-05-28 12:39:00	49					
2016-05-28 12:40:00	70					
2016-05-28 12:41:00	51					
2016-05-28 12:42:00	39					
2016-05-28 12:43:00	50					
2016-05-28 12:44:00	33					
2016-05-28 12:45:00	48					
2016-05-28 12:46:00	43					
2016-05-28 12:47:00	57					
2016-05-28 12:48:00	57					
2016-05-28 12:49:00	71					
2016-05-28 12:50:00	55					
2016-05-28 12:51:00	82					
2016-05-28 12:52:00	103					
2016-05-28 12:53:00	63					
2016-05-28 12:54:00	51					
2016-05-28 12:55:00	33					
2016-05-28 12:56:00	39					
2016-05-28 12:57:00	27					
2016-05-28 12:58:00	106					
2016-05-28 12:59:00	195					
2016-05-28 13:00:00	161					
2016-05-28 13:01:00	120					
2016-05-28 13:02:00	154					
2016-05-28 13:03:00	218					
2016-05-28 13:04:00	178					
2016-05-28 13:05:00	115					
2016-05-28 13:06:00	111					
2016-05-28 13:07:00	80					
2016-05-28 13:08:00	82					
2016-05-28 13:09:00	86					
2016-05-28 13:10:00	108	17.0	736545276232634368	That’s P1 and pole position at the #MonacoGP for @DanielRicciardo! 😁  His first pole position in #F1! 👏 https://t.co/wKaJlRF0iK	that s p1 and pole position at the monacogp for danielricciardo his first pole position in f1	@redbullracing
2016-05-28 13:11:00	262	16.0	736545329282043906	BREAKING: @danielricciardo claims a sensational pole at the #MonacoGP! Rosberg 2nd, Hamilton 3rd https://t.co/Gd7P2J6gP5	breaking danielricciardo claims a sensational pole at the monacogp rosberg 2nd hamilton 3rd	@F1
2016-05-28 13:12:00	336					
2016-05-28 13:13:00	274					
2016-05-28 13:14:00	195					
2016-05-28 13:15:00	170					
2016-05-28 13:16:00	151					
2016-05-28 13:17:00	107	21.0	736547010556395520	PROVISIONAL CLASSIFICATION: END OF #QUALI #MonacoGP 🇲🇨 #F1 https://t.co/Of7F3Ep4pe	provisional classification end of quali monacogp f1	@F1
2016-05-28 13:18:00	95					
2016-05-28 13:19:00	94					
2016-05-28 13:20:00	87					
2016-05-28 13:21:00	75					
2016-05-28 13:22:00	56					
2016-05-28 13:23:00	43					
2016-05-28 13:24:00	48					
2016-05-28 13:25:00	48					
2016-05-28 13:26:00	39					
2016-05-28 13:27:00	49					
2016-05-28 13:28:00	31					
2016-05-28 13:29:00	33					
2016-05-28 13:30:00	46					
2016-05-28 13:31:00	32					
2016-05-28 13:32:00	28					
2016-05-28 13:33:00	27					
2016-05-28 13:34:00	23					
2016-05-28 13:35:00	24					
2016-05-28 13:36:00	29					
2016-05-28 13:37:00	18					
2016-05-28 13:38:00	30					
2016-05-28 13:39:00	25					
2016-05-28 13:40:00	23					
2016-05-28 13:41:00	13					
2016-05-28 13:42:00	24					
2016-05-28 13:43:00	25					
2016-05-28 13:44:00	29					
2016-05-28 13:45:00	16					
2016-05-28 13:46:00	22					
2016-05-28 13:47:00	26					
2016-05-28 13:48:00	17					
2016-05-28 13:49:00	9					
2016-05-28 13:50:00	14					
2016-05-28 13:51:00	17					
2016-05-28 13:52:00	15					
2016-05-28 13:53:00	13					
2016-05-28 13:54:00	11					
2016-05-28 13:55:00	14					
2016-05-28 13:56:00	17					
